1,http://hydro.ijs.si/v016/15/cxfzf6t7ilzmergp6wkprfwkka4kg2o7.pdf
,http://hydro.ijs.si/v016/40/idklofcjwsc7o33lb6bja2ej7pvupdkk.pdf
2,http://campus.unibo.it/72949/1/2011garin.l-penn.j-hill.pdf
,http://campus.unibo.it/99094/1/2011NOSTAMPgarin.l-penn.j-hill.pdf
,http://campus.unibo.it/99102/1/2011NOSTAMPgarin.l-penn.j-hill.pdf
3,http://campus.unibo.it/72948/1/2011gravitz-wilson-lakshman.pdf
,http://campus.unibo.it/99103/1/2011NOSTAMPgravitz-wilson-lakshman.pdf
,http://campus.unibo.it/99095/1/2011NOSTAMPgravitz-wilson-lakshman.pdf
4,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/e3/c0/fa/a0/a8/de/11/e6/ac/c2/00/50/56/bd/73/ad/13.pdf
,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/96/7c/da/20/62/06/11/e7/af/6a/00/50/56/bd/73/ad/13.pdf
,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/6c/c0/a2/70/8b/70/11/e5/8e/56/00/50/56/bd/73/ad/13.pdf
5,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/e2/2d/ee/a0/97/b3/11/e6/92/16/00/50/56/bd/73/ad/13.pdf
,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/26/a1/41/30/75/6f/11/e5/8c/c2/00/50/56/bd/73/ad/13.pdf
,https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/38/e5/cf/c0/52/b6/11/e7/ae/59/00/50/56/bd/73/ae/13.pdf
6,http://campus.unibo.it/183978/1/Marchi%20Declino%20e%20rigenerazione.pdf
,http://campus.unibo.it/192322/1/Marchi%20Declino%20e%20rigenerazione.pdf
,http://campus.unibo.it/183979/1/Marchi%20Declino%20e%20rigenerazione.pdf
,http://campus.unibo.it/237670/1/Marchi%20Declino%20e%20rigenerazione.pdf
,http://campus.unibo.it/121007/1/Marchi%20Declino%20e%20rigenerazione.pdf
,http://campus.unibo.it/161199/1/Marchi%20Declino%20e%20rigenerazione.pdf
,http://campus.unibo.it/289123/1/Marchi%20Declino%20e%20rigenerazione.pdf
7,http://campus.unibo.it/274430/1/LEA%20gravidanza%202017.pdf
,http://campus.unibo.it/325545/1/02f_LEA%20gravidanza%202017.pdf
8,https://ocw.mit.edu/courses/biology/7-29j-cellular-neurobiology-spring-2012/lecture-notes/MIT7_29JS12_lecture10.pdf
,https://ocw.mit.edu/courses/biology/7-29j-cellular-neurobiology-spring-2012/lecture-notes/MIT7_29JS12_lecture1.pdf
9,https://ocw.mit.edu/courses/biology/7-29j-cellular-neurobiology-spring-2012/lecture-notes/MIT7_29JS12_lecture20.pdf
,https://ocw.mit.edu/courses/biology/7-29j-cellular-neurobiology-spring-2012/lecture-notes/MIT7_29JS12_lecture15.pdf
,https://ocw.mit.edu/courses/biology/7-29j-cellular-neurobiology-spring-2012/lecture-notes/MIT7_29JS12_lecture17.pdf
,https://ocw.mit.edu/courses/biology/7-29j-cellular-neurobiology-spring-2012/lecture-notes/MIT7_29JS12_lecture16.pdf
,https://ocw.mit.edu/courses/biology/7-29j-cellular-neurobiology-spring-2012/lecture-notes/MIT7_29JS12_lecture18.pdf
,https://ocw.mit.edu/courses/biology/7-29j-cellular-neurobiology-spring-2012/lecture-notes/MIT7_29JS12_lecture19.pdf
10,https://ocw.mit.edu/courses/mathematics/18-366-random-walks-and-diffusion-fall-2006/study-materials/lecture14.pdf
,https://ocw.mit.edu/courses/mathematics/18-366-random-walks-and-diffusion-fall-2006/lecture-notes/lecture14.pdf
11,https://ocw.mit.edu/courses/mathematics/18-366-random-walks-and-diffusion-fall-2006/study-materials/lecture25.pdf
,https://ocw.mit.edu/courses/mathematics/18-366-random-walks-and-diffusion-fall-2006/lecture-notes/lecture25.pdf
12,https://ocw.mit.edu/courses/mathematics/18-366-random-walks-and-diffusion-fall-2006/study-materials/lecture17.pdf
,https://ocw.mit.edu/courses/mathematics/18-366-random-walks-and-diffusion-fall-2006/lecture-notes/lecture17.pdf
13,https://ocw.mit.edu/courses/mathematics/18-366-random-walks-and-diffusion-fall-2006/study-materials/lecture13.pdf
,https://ocw.mit.edu/courses/mathematics/18-366-random-walks-and-diffusion-fall-2006/lecture-notes/lecture13.pdf
14,http://campus.unibo.it/257553/7/eselara9.pdf
,http://campus.unibo.it/262642/1/eselara9.pdf
15,https://ocw.mit.edu/courses/mathematics/18-366-random-walks-and-diffusion-fall-2006/study-materials/lecture15.pdf
,https://ocw.mit.edu/courses/mathematics/18-366-random-walks-and-diffusion-fall-2006/lecture-notes/lecture15.pdf
